"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Kazakhstan","2007","Male","over 24 year olds","Percent","23.14766"
"Kazakhstan","1999","Male","over 24 year olds","Percent","14.28357"
"Kazakhstan","1999","All genders","over 24 year olds","Percent","14.37341"
"Kazakhstan","1999","Female","over 24 year olds","Percent","14.44793"
"Kenya","2010","Female","over 24 year olds","Percent","0"
"Kenya","2010","All genders","over 24 year olds","Percent","0"
"Kenya","2010","Male","over 24 year olds","Percent","0"
"Kenya","2009","Male","over 24 year olds","Percent","2.94209"
"Kenya","2009","All genders","over 24 year olds","Percent","2.18303"
"Kenya","2009","Female","over 24 year olds","Percent","1.46144"
"Kuwait","2012","Female","over 24 year olds","Percent","11.19246"
"Kuwait","2012","All genders","over 24 year olds","Percent","9.51938"
"Kuwait","2012","Male","over 24 year olds","Percent","8.59674"
"Kuwait","2008","Male","over 24 year olds","Percent","6.68539"
"Kuwait","2008","All genders","over 24 year olds","Percent","8.2803"
"Kuwait","2008","Female","over 24 year olds","Percent","11.63057"
"Kuwait","2007","Female","over 24 year olds","Percent","11.24318"
"Kuwait","2007","All genders","over 24 year olds","Percent","8.06836"
"Kuwait","2007","Male","over 24 year olds","Percent","6.56976"
"Kuwait","2006","Male","over 24 year olds","Percent","6.72943"
"Kuwait","2006","All genders","over 24 year olds","Percent","8.29893"
"Kuwait","2006","Female","over 24 year olds","Percent","11.74437"
"Kuwait","2005","Female","over 24 year olds","Percent","11.6097"
"Kuwait","2005","All genders","over 24 year olds","Percent","8.46145"
"Kuwait","2005","Male","over 24 year olds","Percent","6.96893"
"Kyrgyzstan","2009","Female","over 24 year olds","Percent","18.79489"
"Kyrgyzstan","2009","All genders","over 24 year olds","Percent","17.62265"
"Kyrgyzstan","2009","Male","over 24 year olds","Percent","16.38494"
"Kyrgyzstan","1999","Male","over 24 year olds","Percent","14.70832"
"Kyrgyzstan","1999","All genders","over 24 year olds","Percent","14.87401"
"Kyrgyzstan","1999","Female","over 24 year olds","Percent","15.02539"
"Latvia","2014","All genders","over 24 year olds","Percent","28.55584"
"Latvia","2014","Male","over 24 year olds","Percent","21.83791"
"Latvia","2014","Female","over 24 year olds","Percent","34.27088"
"Latvia","2013","Female","over 24 year olds","Percent","34.72637"
"Latvia","2013","Male","over 24 year olds","Percent","22.94972"
"Latvia","2013","All genders","over 24 year olds","Percent","29.34187"
"Latvia","2012","All genders","over 24 year olds","Percent","27.2907"
"Latvia","2012","Male","over 24 year olds","Percent","20.83958"
"Latvia","2012","Female","over 24 year olds","Percent","32.70845"
"Latvia","2011","Female","over 24 year olds","Percent","30.85491"
"Latvia","2011","Male","over 24 year olds","Percent","20.18027"
"Latvia","2011","All genders","over 24 year olds","Percent","26.00015"
"Latvia","2010","All genders","over 24 year olds","Percent","25.35406"
"Latvia","2010","Male","over 24 year olds","Percent","20.14421"
"Latvia","2010","Female","over 24 year olds","Percent","29.8309"
"Latvia","2009","Female","over 24 year olds","Percent","29.76006"
"Latvia","2009","Male","over 24 year olds","Percent","19.43228"
"Latvia","2009","All genders","over 24 year olds","Percent","25.00174"
"Latvia","2008","All genders","over 24 year olds","Percent","23.96035"
"Latvia","2008","Male","over 24 year olds","Percent","19.03901"
"Latvia","2008","Female","over 24 year olds","Percent","28.15509"
"Latvia","2007","Female","over 24 year olds","Percent","24.87421"
"Latvia","2007","Male","over 24 year olds","Percent","17.388"
"Latvia","2007","All genders","over 24 year olds","Percent","21.43554"
"Latvia","2006","All genders","over 24 year olds","Percent","20.22774"
"Latvia","2006","Male","over 24 year olds","Percent","16.08486"
"Latvia","2006","Female","over 24 year olds","Percent","23.73789"
"Latvia","2005","Female","over 24 year olds","Percent","22.72669"
"Latvia","2005","Male","over 24 year olds","Percent","16.51543"
"Latvia","2005","All genders","over 24 year olds","Percent","19.88081"
"Latvia","2004","All genders","over 24 year olds","Percent","18.94246"
"Latvia","2004","Male","over 24 year olds","Percent","16.15177"
"Latvia","2004","Female","over 24 year olds","Percent","21.29407"
"Lebanon","2007","Male","over 24 year olds","Percent","16.55707"
"Lebanon","2007","All genders","over 24 year olds","Percent","15.36266"
"Lebanon","2007","Female","over 24 year olds","Percent","14.27784"
"Lesotho","2008","Female","over 24 year olds","Percent","1.86677"
"Lesotho","2008","All genders","over 24 year olds","Percent","1.88756"
"Lesotho","2008","Male","over 24 year olds","Percent","1.91069"
"Lesotho","2006","Male","over 24 year olds","Percent","1.64352"
"Lesotho","2006","All genders","over 24 year olds","Percent","1.55129"
"Lesotho","2006","Female","over 24 year olds","Percent","1.47076"
"Lithuania","2014","Male","over 24 year olds","Percent","27.69338"
"Lithuania","2014","Female","over 24 year olds","Percent","34.48927"
"Lithuania","2014","All genders","over 24 year olds","Percent","31.4951"
"Lithuania","2013","Female","over 24 year olds","Percent","33.14172"
"Lithuania","2013","Male","over 24 year olds","Percent","25.73907"
"Lithuania","2013","All genders","over 24 year olds","Percent","29.88393"
"Lithuania","2012","All genders","over 24 year olds","Percent","29.33477"
"Lithuania","2012","Male","over 24 year olds","Percent","25.24866"
"Lithuania","2012","Female","over 24 year olds","Percent","32.54208"
"Lithuania","2011","Female","over 24 year olds","Percent","32.3581"
"Lithuania","2011","Male","over 24 year olds","Percent","25.44442"
"Lithuania","2011","All genders","over 24 year olds","Percent","29.28699"
"Lithuania","2010","All genders","over 24 year olds","Percent","28.0674"
"Lithuania","2010","Male","over 24 year olds","Percent","24.21857"
"Lithuania","2010","Female","over 24 year olds","Percent","31.14941"
"Lithuania","2009","Female","over 24 year olds","Percent","29.2992"
"Lithuania","2009","Male","over 24 year olds","Percent","23.64816"
"Lithuania","2009","All genders","over 24 year olds","Percent","26.78369"
"Lithuania","2008","All genders","over 24 year olds","Percent","26.35877"
"Lithuania","2008","Female","over 24 year olds","Percent","28.43137"
"Lithuania","2008","Male","over 24 year olds","Percent","23.77113"
"Lithuania","2007","Male","over 24 year olds","Percent","23.90394"
"Lithuania","2007","Female","over 24 year olds","Percent","27.12856"
"Lithuania","2007","All genders","over 24 year olds","Percent","25.69367"
"Lithuania","2006","All genders","over 24 year olds","Percent","23.44013"
"Lithuania","2006","Female","over 24 year olds","Percent","24.86562"
"Lithuania","2006","Male","over 24 year olds","Percent","21.66181"
"Lithuania","2005","Male","over 24 year olds","Percent","21.54369"
"Lithuania","2005","Female","over 24 year olds","Percent","23.46208"
"Lithuania","2005","All genders","over 24 year olds","Percent","22.60824"
"Luxembourg","2014","Male","over 24 year olds","Percent","45.97701"
"Luxembourg","2014","All genders","over 24 year olds","Percent","43.06358"
"Luxembourg","2014","Female","over 24 year olds","Percent","40.11628"
"Luxembourg","2013","Female","over 24 year olds","Percent","35.90802"
"Luxembourg","2013","Male","over 24 year olds","Percent","41.94118"
"Luxembourg","2013","All genders","over 24 year olds","Percent","38.92815"
"Luxembourg","2012","Male","over 24 year olds","Percent","40.70743"
"Luxembourg","2012","All genders","over 24 year olds","Percent","36.76339"
"Luxembourg","2012","Female","over 24 year olds","Percent","32.83582"
"Luxembourg","2011","Female","over 24 year olds","Percent","31.57568"
"Luxembourg","2011","All genders","over 24 year olds","Percent","34.95206"
"Luxembourg","2011","Male","over 24 year olds","Percent","38.30969"
"Luxembourg","2010","Male","over 24 year olds","Percent","37.44262"
"Luxembourg","2010","All genders","over 24 year olds","Percent","33.17057"
"Luxembourg","2010","Female","over 24 year olds","Percent","28.95928"
"Luxembourg","2009","Female","over 24 year olds","Percent","29.05318"
"Luxembourg","2009","All genders","over 24 year olds","Percent","32.89987"
"Luxembourg","2009","Male","over 24 year olds","Percent","36.76662"
"Luxembourg","2007","Male","over 24 year olds","Percent","25.21367"
"Luxembourg","2007","All genders","over 24 year olds","Percent","23.47974"
"Luxembourg","2007","Female","over 24 year olds","Percent","21.67666"
"Luxembourg","2003","Female","over 24 year olds","Percent","17.16121"
"Luxembourg","2003","All genders","over 24 year olds","Percent","19.68823"
"Luxembourg","2003","Male","over 24 year olds","Percent","22.3271"
"Luxembourg","2001","Male","over 24 year olds","Percent","20.07553"
"Luxembourg","2001","All genders","over 24 year olds","Percent","15.33036"
"Luxembourg","2001","Female","over 24 year olds","Percent","11.70657"
"Macao Special Administrative Region of China","2011","Male","over 24 year olds","Percent","18.30347"
"Macao Special Administrative Region of China","2011","All genders","over 24 year olds","Percent","17.36436"
"Macao Special Administrative Region of China","2011","Female","over 24 year olds","Percent","16.52752"
"Macao Special Administrative Region of China","2006","Female","over 24 year olds","Percent","11.60869"
"Macao Special Administrative Region of China","2006","All genders","over 24 year olds","Percent","12.57799"
"Macao Special Administrative Region of China","2006","Male","over 24 year olds","Percent","13.62536"
"Macao Special Administrative Region of China","2001","Male","over 24 year olds","Percent","11.1201"
"Macao Special Administrative Region of China","2001","Female","over 24 year olds","Percent","9.16771"
"Macao Special Administrative Region of China","2001","All genders","over 24 year olds","Percent","10.08609"
"Malawi","1998","Female","over 24 year olds","Percent","0.25429"
"Malawi","1998","Male","over 24 year olds","Percent","0.73001"
"Malawi","1998","All genders","over 24 year olds","Percent","0.488"
"Malaysia","2000","All genders","over 24 year olds","Percent","8.33083"
"Malaysia","2000","Male","over 24 year olds","Percent","9.59992"
"Malaysia","2000","Female","over 24 year olds","Percent","7.04443"
"Maldives","2006","All genders","over 24 year olds","Percent","1.7416"
"Maldives","2006","Female","over 24 year olds","Percent","1.19512"
"Maldives","2006","Male","over 24 year olds","Percent","2.29394"
"Mali","2015","All genders","over 24 year olds","Percent","2.07247"
"Mali","2015","Male","over 24 year olds","Percent","3.39013"
"Mali","2015","Female","over 24 year olds","Percent","0.88072"
"Mali","2011","Female","over 24 year olds","Percent","1.72312"
"Mali","2011","Male","over 24 year olds","Percent","5.16983"
"Mali","2011","All genders","over 24 year olds","Percent","3.22351"
"Mali","2006","All genders","over 24 year olds","Percent","1.91383"
"Mali","2006","Male","over 24 year olds","Percent","1.1922"
"Mali","2006","Female","over 24 year olds","Percent","2.56495"
"Malta","2014","Male","over 24 year olds","Percent","17.23945"
"Malta","2014","All genders","over 24 year olds","Percent","16.46212"
"Malta","2014","Female","over 24 year olds","Percent","15.69828"
"Malta","2013","Female","over 24 year olds","Percent","15.8351"
"Malta","2013","All genders","over 24 year olds","Percent","16.13704"
"Malta","2013","Male","over 24 year olds","Percent","16.45185"
"Malta","2012","Male","over 24 year olds","Percent","14.46772"
"Malta","2012","Female","over 24 year olds","Percent","13.53135"
"Malta","2012","All genders","over 24 year olds","Percent","13.99055"
"Malta","2011","All genders","over 24 year olds","Percent","13.49022"
"Malta","2011","Female","over 24 year olds","Percent","12.11439"
"Malta","2011","Male","over 24 year olds","Percent","14.9226"
"Malta","2010","Female","over 24 year olds","Percent","12.09795"
"Malta","2010","Male","over 24 year olds","Percent","12.35606"
"Malta","2010","All genders","over 24 year olds","Percent","12.22444"
"Malta","2007","All genders","over 24 year olds","Percent","11.20077"
"Malta","2007","Male","over 24 year olds","Percent","12.02421"
"Malta","2007","Female","over 24 year olds","Percent","10.41032"
"Malta","2005","Male","over 24 year olds","Percent","12.85765"
"Malta","2005","All genders","over 24 year olds","Percent","10.79449"
"Malta","2005","Female","over 24 year olds","Percent","8.84685"
"Malta","2000","Female","over 24 year olds","Percent","1.51569"
"Malta","2000","All genders","over 24 year olds","Percent","2.64461"
"Malta","2000","Male","over 24 year olds","Percent","3.82522"
"Marshall Islands","2011","Male","over 24 year olds","Percent","0"
"Marshall Islands","2011","All genders","over 24 year olds","Percent","0"
"Marshall Islands","2011","Female","over 24 year olds","Percent","0"
"Mauritius","2011","Male","over 24 year olds","Percent","6.55955"
"Mauritius","2011","Female","over 24 year olds","Percent","4.06179"
"Mauritius","2011","All genders","over 24 year olds","Percent","5.27569"
"Mauritius","2000","All genders","over 24 year olds","Percent","2.64461"
"Mauritius","2000","Female","over 24 year olds","Percent","1.51569"
"Mauritius","2000","Male","over 24 year olds","Percent","3.82522"
"Mexico","2014","Female","over 24 year olds","Percent","13.37528"
"Mexico","2014","Male","over 24 year olds","Percent","15.64462"
"Mexico","2014","All genders","over 24 year olds","Percent","14.43193"
"Mexico","2013","All genders","over 24 year olds","Percent","14.7768"
"Mexico","2013","Male","over 24 year olds","Percent","16.22091"
"Mexico","2013","Female","over 24 year olds","Percent","13.5118"
"Mexico","2012","Female","over 24 year olds","Percent","14.34126"
"Mexico","2012","Male","over 24 year olds","Percent","18.57396"
"Mexico","2012","All genders","over 24 year olds","Percent","16.3127"
"Mexico","2010","All genders","over 24 year olds","Percent","14.42384"
"Mexico","2010","Male","over 24 year olds","Percent","15.39981"
"Mexico","2010","Female","over 24 year olds","Percent","13.54044"
"Mexico","2009","Female","over 24 year olds","Percent","13.19778"
"Mexico","2009","Male","over 24 year olds","Percent","18.08334"
"Mexico","2009","All genders","over 24 year olds","Percent","15.4788"
"Mexico","2008","All genders","over 24 year olds","Percent","14.46253"
"Mexico","2008","Male","over 24 year olds","Percent","17.09331"
"Mexico","2008","Female","over 24 year olds","Percent","12.19409"
"Mexico","2007","Female","over 24 year olds","Percent","11.9819"
"Mexico","2007","Male","over 24 year olds","Percent","17.3345"
"Mexico","2007","All genders","over 24 year olds","Percent","14.44718"
"Mexico","2006","All genders","over 24 year olds","Percent","14.91233"
"Mexico","2006","Male","over 24 year olds","Percent","17.77184"
"Mexico","2006","Female","over 24 year olds","Percent","12.49733"
"Mexico","2005","Female","over 24 year olds","Percent","10.62936"
"Mexico","2005","All genders","over 24 year olds","Percent","12.10782"
"Mexico","2005","Male","over 24 year olds","Percent","13.74416"
"Mexico","2004","Male","over 24 year olds","Percent","14.97941"
"Mexico","2004","Female","over 24 year olds","Percent","10.41694"
"Mexico","2004","All genders","over 24 year olds","Percent","12.54011"
"Mexico","2000","All genders","over 24 year olds","Percent","9.02967"
"Mexico","2000","Female","over 24 year olds","Percent","7.2211"
"Mexico","2000","Male","over 24 year olds","Percent","11.01664"
"Moldova","2014","Male","over 24 year olds","Percent","29.10773"
"Moldova","2014","Female","over 24 year olds","Percent","37.26337"
"Moldova","2014","All genders","over 24 year olds","Percent","33.51818"
"Moldova","2013","All genders","over 24 year olds","Percent","33.08051"
"Moldova","2013","Female","over 24 year olds","Percent","36.64019"
"Moldova","2013","Male","over 24 year olds","Percent","28.92716"
"Moldova","2012","Male","over 24 year olds","Percent","17.48981"
"Moldova","2012","Female","over 24 year olds","Percent","20.05188"
"Moldova","2012","All genders","over 24 year olds","Percent","18.86181"
"Moldova","2011","All genders","over 24 year olds","Percent","17.86586"
"Moldova","2011","Female","over 24 year olds","Percent","18.88434"
"Moldova","2011","Male","over 24 year olds","Percent","16.68102"
"Moldova","2010","Male","over 24 year olds","Percent","15.60686"
"Moldova","2010","Female","over 24 year olds","Percent","18.12694"
"Moldova","2010","All genders","over 24 year olds","Percent","16.96554"
"Moldova","2009","All genders","over 24 year olds","Percent","16.26503"
"Moldova","2009","Female","over 24 year olds","Percent","17.20742"
"Moldova","2009","Male","over 24 year olds","Percent","15.17018"
"Moldova","2008","Male","over 24 year olds","Percent","14.76441"
"Moldova","2008","Female","over 24 year olds","Percent","16.36614"
"Moldova","2008","All genders","over 24 year olds","Percent","15.62452"
"Moldova","2007","All genders","over 24 year olds","Percent","15.09286"
"Moldova","2007","Female","over 24 year olds","Percent","15.56118"
"Moldova","2007","Male","over 24 year olds","Percent","14.55001"
"Mongolia","2010","Male","over 24 year olds","Percent","20.45298"
"Mongolia","2010","Female","over 24 year olds","Percent","26.79746"
"Mongolia","2010","All genders","over 24 year olds","Percent","23.71332"
"Mongolia","2000","Female","over 24 year olds","Percent","11.70957"
"Mongolia","2000","All genders","over 24 year olds","Percent","12.2273"
"Mongolia","2000","Male","over 24 year olds","Percent","12.7743"
"Montenegro","2011","Male","over 24 year olds","Percent","21.46052"
"Montenegro","2011","All genders","over 24 year olds","Percent","19.57146"
"Montenegro","2011","Female","over 24 year olds","Percent","17.8149"
"Montenegro","2003","Female","over 24 year olds","Percent","12.57181"
"Montenegro","2003","All genders","over 24 year olds","Percent","15.44174"
"Montenegro","2003","Male","over 24 year olds","Percent","18.55548"
"Mozambique","2011","Male","over 24 year olds","Percent","2.68023"
"Mozambique","2011","Female","over 24 year olds","Percent","1.65516"
"Mozambique","2011","All genders","over 24 year olds","Percent","2.24036"
"Namibia","2001","All genders","over 24 year olds","Percent","2.29773"
"Namibia","2001","Female","over 24 year olds","Percent","2.0379"
"Namibia","2001","Male","over 24 year olds","Percent","2.60117"
"Netherlands","2014","Female","over 24 year olds","Percent","28.03312"
"Netherlands","2014","Male","over 24 year olds","Percent","32.58999"
"Netherlands","2014","All genders","over 24 year olds","Percent","30.26781"
"Netherlands","2013","All genders","over 24 year olds","Percent","29.87916"
"Netherlands","2013","Male","over 24 year olds","Percent","32.58287"
"Netherlands","2013","Female","over 24 year olds","Percent","27.27738"
"Netherlands","2012","Female","over 24 year olds","Percent","26.63488"
"Netherlands","2012","Male","over 24 year olds","Percent","32.04764"
"Netherlands","2012","All genders","over 24 year olds","Percent","29.28336"
"Netherlands","2011","All genders","over 24 year olds","Percent","28.62151"
"Netherlands","2011","Male","over 24 year olds","Percent","31.44034"
"Netherlands","2011","Female","over 24 year olds","Percent","25.92212"
"Netherlands","2010","Female","over 24 year olds","Percent","25.81925"
"Netherlands","2010","Male","over 24 year olds","Percent","31.94244"
"Netherlands","2010","All genders","over 24 year olds","Percent","28.81669"
"Netherlands","2009","All genders","over 24 year olds","Percent","28.16876"
"Netherlands","2009","Male","over 24 year olds","Percent","31.03136"
"Netherlands","2009","Female","over 24 year olds","Percent","25.42931"
"Netherlands","2008","Female","over 24 year olds","Percent","24.44173"
"Netherlands","2008","Male","over 24 year olds","Percent","30.65015"
"Netherlands","2008","All genders","over 24 year olds","Percent","27.47928"
"Netherlands","2007","All genders","over 24 year olds","Percent","27.76037"
"Netherlands","2007","Male","over 24 year olds","Percent","31.0692"
"Netherlands","2007","Female","over 24 year olds","Percent","24.59246"
"Netherlands","2005","Female","over 24 year olds","Percent","22.86219"
"Netherlands","2005","Male","over 24 year olds","Percent","29.53834"
"Netherlands","2005","All genders","over 24 year olds","Percent","26.13319"
"Netherlands","2004","All genders","over 24 year olds","Percent","26.74753"
"Netherlands","2004","Male","over 24 year olds","Percent","30.396"
"Netherlands","2004","Female","over 24 year olds","Percent","23.22903"
"New Zealand","2014","Male","over 24 year olds","Percent","29.1966"
"New Zealand","2014","All genders","over 24 year olds","Percent","31.10399"
"New Zealand","2014","Female","over 24 year olds","Percent","32.86268"
"New Zealand","2012","Female","over 24 year olds","Percent","39.58827"
"New Zealand","2012","All genders","over 24 year olds","Percent","35.74611"
"New Zealand","2012","Male","over 24 year olds","Percent","31.6255"
"New Zealand","2011","Male","over 24 year olds","Percent","32.23134"
"New Zealand","2011","All genders","over 24 year olds","Percent","36.52663"
"New Zealand","2011","Female","over 24 year olds","Percent","40.51762"
"New Zealand","2006","Female","over 24 year olds","Percent","32.26599"
"New Zealand","2006","All genders","over 24 year olds","Percent","30.23407"
"New Zealand","2006","Male","over 24 year olds","Percent","28.0516"
"Norway","2014","Male","over 24 year olds","Percent","33.8794"
"Norway","2014","All genders","over 24 year olds","Percent","35.72326"
"Norway","2014","Female","over 24 year olds","Percent","37.52574"
"Norway","2011","Female","over 24 year olds","Percent","34.3922"
"Norway","2011","All genders","over 24 year olds","Percent","32.23366"
"Norway","2011","Male","over 24 year olds","Percent","30.0058"
"Norway","2010","Male","over 24 year olds","Percent","29.26678"
"Norway","2010","All genders","over 24 year olds","Percent","31.17918"
"Norway","2010","Female","over 24 year olds","Percent","33.0184"
"Norway","2009","Female","over 24 year olds","Percent","32.03277"
"Norway","2009","All genders","over 24 year olds","Percent","30.43049"
"Norway","2009","Male","over 24 year olds","Percent","28.76502"
"Norway","2008","Male","over 24 year olds","Percent","28.41783"
"Norway","2008","All genders","over 24 year olds","Percent","29.88131"
"Norway","2008","Female","over 24 year olds","Percent","31.28755"
"Norway","2007","Female","over 24 year olds","Percent","29.86612"
"Norway","2007","All genders","over 24 year olds","Percent","28.77724"
"Norway","2007","Male","over 24 year olds","Percent","27.64182"
"Norway","2006","Male","over 24 year olds","Percent","27.29067"
"Norway","2006","All genders","over 24 year olds","Percent","28.20259"
"Norway","2006","Female","over 24 year olds","Percent","29.07542"
"Norway","2005","Female","over 24 year olds","Percent","28.22839"
"Norway","2005","All genders","over 24 year olds","Percent","27.58384"
"Norway","2005","Male","over 24 year olds","Percent","26.9092"
"Norway","2004","Male","over 24 year olds","Percent","26.30017"
"Norway","2004","All genders","over 24 year olds","Percent","26.73103"
"Norway","2004","Female","over 24 year olds","Percent","29.83379"
"Occupied Palestinian Territory","2014","All genders","over 24 year olds","Percent","22.73339"
"Occupied Palestinian Territory","2014","Male","over 24 year olds","Percent","23.67159"
"Occupied Palestinian Territory","2014","Female","over 24 year olds","Percent","21.7824"
"Occupied Palestinian Territory","2013","Female","over 24 year olds","Percent","21.34655"
"Occupied Palestinian Territory","2013","Male","over 24 year olds","Percent","23.71011"
"Occupied Palestinian Territory","2013","All genders","over 24 year olds","Percent","22.53745"
"Occupied Palestinian Territory","2012","All genders","over 24 year olds","Percent","24.82232"
"Occupied Palestinian Territory","2012","Male","over 24 year olds","Percent","27.20825"
"Occupied Palestinian Territory","2012","Female","over 24 year olds","Percent","22.40217"
"Occupied Palestinian Territory","2011","Female","over 24 year olds","Percent","20.54069"
"Occupied Palestinian Territory","2011","Male","over 24 year olds","Percent","26.58621"
"Occupied Palestinian Territory","2011","All genders","over 24 year olds","Percent","23.58294"
"Occupied Palestinian Territory","2010","All genders","over 24 year olds","Percent","21.99041"
"Occupied Palestinian Territory","2010","Male","over 24 year olds","Percent","25.09747"
"Occupied Palestinian Territory","2010","Female","over 24 year olds","Percent","18.84723"
"Occupied Palestinian Territory","2009","Female","over 24 year olds","Percent","18.49049"
"Occupied Palestinian Territory","2009","Male","over 24 year olds","Percent","25.1655"
"Occupied Palestinian Territory","2009","All genders","over 24 year olds","Percent","21.85122"
"Occupied Palestinian Territory","2008","All genders","over 24 year olds","Percent","19.43376"
"Occupied Palestinian Territory","2008","Male","over 24 year olds","Percent","22.60829"
"Occupied Palestinian Territory","2008","Female","over 24 year olds","Percent","16.22755"
"Occupied Palestinian Territory","2007","Female","over 24 year olds","Percent","15.227"
"Occupied Palestinian Territory","2007","Male","over 24 year olds","Percent","22.73432"
"Occupied Palestinian Territory","2007","All genders","over 24 year olds","Percent","19.0071"
"Occupied Palestinian Territory","2006","All genders","over 24 year olds","Percent","18.3751"
"Occupied Palestinian Territory","2006","Male","over 24 year olds","Percent","22.2043"
"Occupied Palestinian Territory","2006","Female","over 24 year olds","Percent","14.5064"
"Occupied Palestinian Territory","2004","Female","over 24 year olds","Percent","13.06545"
"Occupied Palestinian Territory","2004","Male","over 24 year olds","Percent","22.39343"
"Occupied Palestinian Territory","2004","All genders","over 24 year olds","Percent","17.73035"
"Oman","2008","Female","over 24 year olds","Percent","11.29434"
"Oman","2008","Male","over 24 year olds","Percent","15.37129"
"Oman","2008","All genders","over 24 year olds","Percent","14.03204"
"Pakistan","2013","All genders","over 24 year olds","Percent","7.99135"
"Pakistan","2013","Female","over 24 year olds","Percent","5.22017"
"Pakistan","2013","Male","over 24 year olds","Percent","10.64691"
"Pakistan","2012","Male","over 24 year olds","Percent","10.05668"
"Pakistan","2012","Female","over 24 year olds","Percent","4.91368"
"Pakistan","2012","All genders","over 24 year olds","Percent","7.54164"
"Pakistan","2011","All genders","over 24 year olds","Percent","7.36819"
"Pakistan","2011","Female","over 24 year olds","Percent","4.57596"
"Pakistan","2011","Male","over 24 year olds","Percent","9.94178"
"Pakistan","2010","Male","over 24 year olds","Percent","9.00116"
"Pakistan","2010","Female","over 24 year olds","Percent","4.73928"
"Pakistan","2010","All genders","over 24 year olds","Percent","6.97446"
"Pakistan","2009","All genders","over 24 year olds","Percent","6.67146"
"Pakistan","2009","Female","over 24 year olds","Percent","4.50911"
"Pakistan","2009","Male","over 24 year olds","Percent","8.65886"
"Pakistan","2008","Male","over 24 year olds","Percent","8.35774"
"Pakistan","2008","Female","over 24 year olds","Percent","3.38158"
"Pakistan","2008","All genders","over 24 year olds","Percent","5.97695"
"Pakistan","2006","All genders","over 24 year olds","Percent","6.29512"
"Pakistan","2006","Female","over 24 year olds","Percent","3.5205"
"Pakistan","2006","Male","over 24 year olds","Percent","8.85767"
"Pakistan","2005","Male","over 24 year olds","Percent","5.81881"
"Pakistan","2005","Female","over 24 year olds","Percent","2.10417"
"Pakistan","2005","All genders","over 24 year olds","Percent","3.91674"
"Panama","2010","Female","over 24 year olds","Percent","24.37506"
"Panama","2010","All genders","over 24 year olds","Percent","21.35891"
"Panama","2010","Male","over 24 year olds","Percent","18.29583"
"Panama","2000","Male","over 24 year olds","Percent","9.45184"
"Panama","2000","All genders","over 24 year olds","Percent","10.45149"
"Panama","2000","Female","over 24 year olds","Percent","11.45497"
"Paraguay","2014","Female","over 24 year olds","Percent","14.93417"
"Paraguay","2014","Male","over 24 year olds","Percent","12.27502"
"Paraguay","2014","All genders","over 24 year olds","Percent","13.64639"
"Paraguay","2009","All genders","over 24 year olds","Percent","9.3917"
"Paraguay","2009","Male","over 24 year olds","Percent","9.91253"
"Paraguay","2009","Female","over 24 year olds","Percent","8.87442"
"Paraguay","2008","All genders","over 24 year olds","Percent","10.41735"
"Paraguay","2008","Male","over 24 year olds","Percent","9.05185"
"Paraguay","2008","Female","over 24 year olds","Percent","11.71412"
"Paraguay","2007","Female","over 24 year olds","Percent","9.49795"
"Paraguay","2007","Male","over 24 year olds","Percent","7.83804"
"Paraguay","2007","All genders","over 24 year olds","Percent","8.6951"
"Paraguay","2006","All genders","over 24 year olds","Percent","3.74461"
"Paraguay","2006","Male","over 24 year olds","Percent","2.81757"
"Paraguay","2006","Female","over 24 year olds","Percent","4.61831"
"Paraguay","2005","Female","over 24 year olds","Percent","5.46122"
"Paraguay","2005","Male","over 24 year olds","Percent","3.51971"
"Paraguay","2005","All genders","over 24 year olds","Percent","4.51314"
"Peru","2014","Male","over 24 year olds","Percent","21.35431"
"Peru","2014","All genders","over 24 year olds","Percent","21.11848"
"Peru","2014","Female","over 24 year olds","Percent","20.88549"
"Peru","2013","Female","over 24 year olds","Percent","20.57744"
"Peru","2013","All genders","over 24 year olds","Percent","21.33951"
"Peru","2013","Male","over 24 year olds","Percent","22.13121"
"Peru","2012","Male","over 24 year olds","Percent","22.59164"
"Peru","2012","All genders","over 24 year olds","Percent","22.1547"
"Peru","2012","Female","over 24 year olds","Percent","21.73032"
"Peru","2011","Female","over 24 year olds","Percent","20.9165"
"Peru","2011","All genders","over 24 year olds","Percent","21.24498"
"Peru","2011","Male","over 24 year olds","Percent","21.57835"
"Peru","2010","Male","over 24 year olds","Percent","21.85272"
"Peru","2010","All genders","over 24 year olds","Percent","20.8736"
"Peru","2010","Female","over 24 year olds","Percent","19.90957"
"Peru","2009","Female","over 24 year olds","Percent","17.83238"
"Peru","2009","All genders","over 24 year olds","Percent","18.75256"
"Peru","2009","Male","over 24 year olds","Percent","19.76345"
"Peru","2008","Male","over 24 year olds","Percent","19.28095"
"Peru","2008","All genders","over 24 year olds","Percent","18.20955"
"Peru","2008","Female","over 24 year olds","Percent","17.22771"
"Peru","2007","Female","over 24 year olds","Percent","17.06192"
"Peru","2007","All genders","over 24 year olds","Percent","18.21692"
"Peru","2007","Male","over 24 year olds","Percent","19.47168"
"Peru","2006","Male","over 24 year olds","Percent","17.97848"
"Peru","2006","All genders","over 24 year olds","Percent","16.94342"
"Peru","2006","Female","over 24 year olds","Percent","16.00166"
"Peru","2005","Male","over 24 year olds","Percent","17.02532"
"Peru","2005","All genders","over 24 year olds","Percent","16.06015"
"Peru","2005","Female","over 24 year olds","Percent","15.13867"
