"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Mali","2015","Male","over 24 year olds","Percent","0"
"Mali","2011","Male","over 24 year olds","Percent","0"
"Mali","2011","Female","over 24 year olds","Percent","0"
"Mali","2011","All genders","over 24 year olds","Percent","0"
"Mali","2006","All genders","over 24 year olds","Percent","0"
"Mali","2006","Female","over 24 year olds","Percent","0"
"Mali","2006","Male","over 24 year olds","Percent","0"
"Malta","2014","Male","over 24 year olds","Percent","27.10264"
"Malta","2014","All genders","over 24 year olds","Percent","23.71312"
"Malta","2014","Female","over 24 year olds","Percent","20.38247"
"Malta","2013","All genders","over 24 year olds","Percent","23.43691"
"Malta","2013","Male","over 24 year olds","Percent","27.04759"
"Malta","2013","Female","over 24 year olds","Percent","19.97374"
"Malta","2012","Female","over 24 year olds","Percent","18.56656"
"Malta","2012","Male","over 24 year olds","Percent","26.45631"
"Malta","2012","All genders","over 24 year olds","Percent","22.43576"
"Malta","2011","All genders","over 24 year olds","Percent","19.92107"
"Malta","2011","Male","over 24 year olds","Percent","24.05685"
"Malta","2011","Female","over 24 year olds","Percent","15.94858"
"Malta","2010","Female","over 24 year olds","Percent","15.78502"
"Malta","2010","Male","over 24 year olds","Percent","23.04419"
"Malta","2010","All genders","over 24 year olds","Percent","19.34235"
"Malta","2007","All genders","over 24 year olds","Percent","17.48351"
"Malta","2007","Male","over 24 year olds","Percent","21.99413"
"Malta","2007","Female","over 24 year olds","Percent","13.15363"
"Malta","2005","Female","over 24 year olds","Percent","9.02893"
"Malta","2005","Male","over 24 year olds","Percent","13.38221"
"Malta","2005","All genders","over 24 year olds","Percent","11.14288"
"Malta","2000","All genders","over 24 year olds","Percent","7.91397"
"Malta","2000","Male","over 24 year olds","Percent","9.74288"
"Malta","2000","Female","over 24 year olds","Percent","6.16514"
"Marshall Islands","2011","Female","over 24 year olds","Percent","14.15365"
"Marshall Islands","2011","All genders","over 24 year olds","Percent","17.4415"
"Marshall Islands","2011","Male","over 24 year olds","Percent","20.66087"
"Mauritius","2011","Male","over 24 year olds","Percent","14.85447"
"Mauritius","2011","Female","over 24 year olds","Percent","10.57862"
"Mauritius","2011","All genders","over 24 year olds","Percent","12.65666"
"Mauritius","2000","All genders","over 24 year olds","Percent","7.91397"
"Mauritius","2000","Female","over 24 year olds","Percent","6.16514"
"Mauritius","2000","Male","over 24 year olds","Percent","9.74288"
"Mexico","2014","All genders","over 24 year olds","Percent","0"
"Mexico","2014","Female","over 24 year olds","Percent","0"
"Mexico","2014","Male","over 24 year olds","Percent","0"
"Mexico","2013","Male","over 24 year olds","Percent","0"
"Mexico","2013","Female","over 24 year olds","Percent","0"
"Mexico","2013","All genders","over 24 year olds","Percent","0"
"Mexico","2012","All genders","over 24 year olds","Percent","0"
"Mexico","2012","Female","over 24 year olds","Percent","0"
"Mexico","2012","Male","over 24 year olds","Percent","0"
"Mexico","2010","Male","over 24 year olds","Percent","0"
"Mexico","2010","Female","over 24 year olds","Percent","0"
"Mexico","2010","All genders","over 24 year olds","Percent","0"
"Mexico","2009","All genders","over 24 year olds","Percent","0"
"Mexico","2009","Female","over 24 year olds","Percent","0"
"Mexico","2009","Male","over 24 year olds","Percent","0"
"Mexico","2008","Male","over 24 year olds","Percent","0"
"Mexico","2008","Female","over 24 year olds","Percent","0"
"Mexico","2008","All genders","over 24 year olds","Percent","0"
"Mexico","2007","All genders","over 24 year olds","Percent","0"
"Mexico","2007","Female","over 24 year olds","Percent","0"
"Mexico","2007","Male","over 24 year olds","Percent","0"
"Mexico","2006","Female","over 24 year olds","Percent","0"
"Mexico","2006","Male","over 24 year olds","Percent","0"
"Mexico","2006","All genders","over 24 year olds","Percent","0"
"Mexico","2005","All genders","over 24 year olds","Percent","0"
"Mexico","2005","Male","over 24 year olds","Percent","0"
"Mexico","2005","Female","over 24 year olds","Percent","0"
"Mexico","2004","Female","over 24 year olds","Percent","0"
"Mexico","2004","Male","over 24 year olds","Percent","0"
"Mexico","2004","All genders","over 24 year olds","Percent","0"
"Mexico","2000","All genders","over 24 year olds","Percent","0"
"Mexico","2000","Male","over 24 year olds","Percent","0"
"Mexico","2000","Female","over 24 year olds","Percent","0"
"Moldova","2013","Male","over 24 year olds","Percent","28.92716"
"Moldova","2013","All genders","over 24 year olds","Percent","33.08051"
"Moldova","2013","Female","over 24 year olds","Percent","36.64019"
"Moldova","2012","Female","over 24 year olds","Percent","40.8505"
"Moldova","2012","Male","over 24 year olds","Percent","35.80426"
"Moldova","2012","All genders","over 24 year olds","Percent","38.50655"
"Moldova","2011","All genders","over 24 year olds","Percent","32.82048"
"Moldova","2011","Male","over 24 year olds","Percent","28.49346"
"Moldova","2011","Female","over 24 year olds","Percent","36.53989"
"Moldova","2010","Female","over 24 year olds","Percent","35.42511"
"Moldova","2010","Male","over 24 year olds","Percent","27.28414"
"Moldova","2010","All genders","over 24 year olds","Percent","31.67328"
"Moldova","2009","All genders","over 24 year olds","Percent","31.51827"
"Moldova","2009","Male","over 24 year olds","Percent","27.27602"
"Moldova","2009","Female","over 24 year olds","Percent","35.16977"
"Moldova","2008","Female","over 24 year olds","Percent","34.24798"
"Moldova","2008","Male","over 24 year olds","Percent","27.07538"
"Moldova","2008","All genders","over 24 year olds","Percent","30.927"
"Moldova","2007","All genders","over 24 year olds","Percent","30.56614"
"Moldova","2007","Male","over 24 year olds","Percent","26.97335"
"Moldova","2007","Female","over 24 year olds","Percent","33.66563"
"Mongolia","2010","Male","over 24 year olds","Percent","30.67613"
"Mongolia","2010","All genders","over 24 year olds","Percent","35.52566"
"Mongolia","2010","Female","over 24 year olds","Percent","40.1131"
"Mongolia","2000","Female","over 24 year olds","Percent","32.32971"
"Mongolia","2000","All genders","over 24 year olds","Percent","30.57196"
"Mongolia","2000","Male","over 24 year olds","Percent","28.71485"
"Montenegro","2011","Male","over 24 year olds","Percent","0"
"Montenegro","2011","All genders","over 24 year olds","Percent","0"
"Montenegro","2011","Female","over 24 year olds","Percent","0"
"Montenegro","2003","Female","over 24 year olds","Percent","12.57181"
"Montenegro","2003","All genders","over 24 year olds","Percent","15.44174"
"Montenegro","2003","Male","over 24 year olds","Percent","18.55548"
"Mozambique","2011","Male","over 24 year olds","Percent","0"
"Mozambique","2011","Female","over 24 year olds","Percent","0"
"Mozambique","2011","All genders","over 24 year olds","Percent","0"
"Namibia","2001","All genders","over 24 year olds","Percent","5.48443"
"Namibia","2001","Female","over 24 year olds","Percent","5.08242"
"Namibia","2001","Male","over 24 year olds","Percent","5.95395"
"Netherlands","2014","All genders","over 24 year olds","Percent","30.56058"
"Netherlands","2014","Male","over 24 year olds","Percent","32.90606"
"Netherlands","2014","Female","over 24 year olds","Percent","28.30349"
"Netherlands","2013","Female","over 24 year olds","Percent","27.63562"
"Netherlands","2013","Male","over 24 year olds","Percent","33.04379"
"Netherlands","2013","All genders","over 24 year olds","Percent","30.28775"
"Netherlands","2012","All genders","over 24 year olds","Percent","32.05775"
"Netherlands","2012","Male","over 24 year olds","Percent","35.0871"
"Netherlands","2012","Female","over 24 year olds","Percent","29.15531"
"Netherlands","2011","Male","over 24 year olds","Percent","34.71874"
"Netherlands","2011","All genders","over 24 year olds","Percent","31.62738"
"Netherlands","2011","Female","over 24 year olds","Percent","28.66701"
"Netherlands","2010","All genders","over 24 year olds","Percent","32.18877"
"Netherlands","2010","Male","over 24 year olds","Percent","35.55756"
"Netherlands","2010","Female","over 24 year olds","Percent","28.95826"
"Netherlands","2009","Female","over 24 year olds","Percent","28.84649"
"Netherlands","2009","Male","over 24 year olds","Percent","34.67464"
"Netherlands","2009","All genders","over 24 year olds","Percent","31.69651"
"Netherlands","2008","All genders","over 24 year olds","Percent","31.15922"
"Netherlands","2008","Male","over 24 year olds","Percent","34.54745"
"Netherlands","2008","Female","over 24 year olds","Percent","27.91347"
"Netherlands","2007","Female","over 24 year olds","Percent","28.37861"
"Netherlands","2007","Male","over 24 year olds","Percent","34.78579"
"Netherlands","2007","All genders","over 24 year olds","Percent","31.51249"
"Netherlands","2005","All genders","over 24 year olds","Percent","29.30522"
"Netherlands","2005","Male","over 24 year olds","Percent","33.14327"
"Netherlands","2005","Female","over 24 year olds","Percent","25.61837"
"New Zealand","2014","Female","over 24 year olds","Percent","41.07334"
"New Zealand","2014","Male","over 24 year olds","Percent","50.92532"
"New Zealand","2014","All genders","over 24 year olds","Percent","45.79953"
"New Zealand","2012","All genders","over 24 year olds","Percent","47.03415"
"New Zealand","2012","Male","over 24 year olds","Percent","50.98853"
"New Zealand","2012","Female","over 24 year olds","Percent","43.34697"
"New Zealand","2011","Female","over 24 year olds","Percent","43.64486"
"New Zealand","2011","Male","over 24 year olds","Percent","51.26974"
"New Zealand","2011","All genders","over 24 year olds","Percent","47.32173"
"New Zealand","2006","All genders","over 24 year olds","Percent","42.42159"
"New Zealand","2006","Male","over 24 year olds","Percent","45.95883"
"New Zealand","2006","Female","over 24 year olds","Percent","39.12833"
"Norway","2014","Female","over 24 year olds","Percent","39.45578"
"Norway","2014","Male","over 24 year olds","Percent","35.57526"
"Norway","2014","All genders","over 24 year olds","Percent","37.53755"
"Norway","2011","All genders","over 24 year olds","Percent","35.20596"
"Norway","2011","Female","over 24 year olds","Percent","36.36808"
"Norway","2011","Male","over 24 year olds","Percent","34.00652"
"Norway","2010","Male","over 24 year olds","Percent","33.36828"
"Norway","2010","Female","over 24 year olds","Percent","35.01201"
"Norway","2010","All genders","over 24 year olds","Percent","34.20617"
"Norway","2009","All genders","over 24 year olds","Percent","33.40395"
"Norway","2009","Female","over 24 year olds","Percent","33.97801"
"Norway","2009","Male","over 24 year olds","Percent","32.80725"
"Norway","2008","Male","over 24 year olds","Percent","32.44892"
"Norway","2008","All genders","over 24 year olds","Percent","32.84052"
"Norway","2008","Female","over 24 year olds","Percent","33.21681"
"Norway","2007","Female","over 24 year olds","Percent","31.79398"
"Norway","2007","All genders","over 24 year olds","Percent","31.725"
"Norway","2007","Male","over 24 year olds","Percent","31.65308"
"Norway","2006","Male","over 24 year olds","Percent","31.29816"
"Norway","2006","All genders","over 24 year olds","Percent","31.15382"
"Norway","2006","Female","over 24 year olds","Percent","31.01567"
"Norway","2005","Female","over 24 year olds","Percent","30.14445"
"Norway","2005","All genders","over 24 year olds","Percent","30.49546"
"Norway","2005","Male","over 24 year olds","Percent","30.86285"
"Norway","2004","Male","over 24 year olds","Percent","30.22734"
"Norway","2004","All genders","over 24 year olds","Percent","29.62875"
"Norway","2004","Female","over 24 year olds","Percent","31.93917"
"Occupied Palestinian Territory","2014","Male","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2014","All genders","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2014","Female","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2013","Female","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2013","All genders","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2013","Male","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2012","Male","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2012","All genders","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2012","Female","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2011","Female","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2011","All genders","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2011","Male","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2010","Male","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2010","All genders","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2010","Female","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2009","Female","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2009","All genders","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2009","Male","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2008","Male","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2008","All genders","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2008","Female","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2007","Female","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2007","All genders","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2007","Male","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2006","Male","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2006","All genders","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2006","Female","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2004","Female","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2004","All genders","over 24 year olds","Percent","0"
"Occupied Palestinian Territory","2004","Male","over 24 year olds","Percent","0"
"Oman","2010","All genders","over 24 year olds","Percent","18.70463"
"Oman","2010","Female","over 24 year olds","Percent","19.97161"
"Oman","2010","Male","over 24 year olds","Percent","17.96205"
"Oman","2008","Male","over 24 year olds","Percent","21.2117"
"Oman","2008","Female","over 24 year olds","Percent","17.33988"
"Oman","2008","All genders","over 24 year olds","Percent","19.93983"
"Oman","2003","All genders","over 24 year olds","Percent","14.4464"
"Oman","2003","Female","over 24 year olds","Percent","13.61971"
"Oman","2003","Male","over 24 year olds","Percent","14.94388"
"Panama","2010","Male","over 24 year olds","Percent","19.66046"
"Panama","2010","Female","over 24 year olds","Percent","25.77227"
"Panama","2010","All genders","over 24 year olds","Percent","22.73995"
"Panama","2000","All genders","over 24 year olds","Percent","11.1673"
"Panama","2000","Female","over 24 year olds","Percent","12.2255"
"Panama","2000","Male","over 24 year olds","Percent","10.11315"
"Paraguay","2014","All genders","over 24 year olds","Percent","0"
"Paraguay","2014","Male","over 24 year olds","Percent","0"
"Paraguay","2014","Female","over 24 year olds","Percent","0"
"Paraguay","2009","Female","over 24 year olds","Percent","0"
"Paraguay","2009","Male","over 24 year olds","Percent","0"
"Paraguay","2009","All genders","over 24 year olds","Percent","0"
"Paraguay","2008","All genders","over 24 year olds","Percent","0"
"Paraguay","2008","Male","over 24 year olds","Percent","0"
"Paraguay","2008","Female","over 24 year olds","Percent","0"
"Paraguay","2007","Female","over 24 year olds","Percent","0"
"Paraguay","2007","Male","over 24 year olds","Percent","0"
"Paraguay","2007","All genders","over 24 year olds","Percent","0"
"Paraguay","2006","All genders","over 24 year olds","Percent","11.25508"
"Paraguay","2006","Male","over 24 year olds","Percent","10.57802"
"Paraguay","2006","Female","over 24 year olds","Percent","11.89318"
"Paraguay","2005","Female","over 24 year olds","Percent","14.96953"
"Paraguay","2005","Male","over 24 year olds","Percent","13.28718"
"Paraguay","2005","All genders","over 24 year olds","Percent","14.148"
"Paraguay","2003","All genders","over 24 year olds","Percent","7.99952"
"Paraguay","2003","Male","over 24 year olds","Percent","7.12911"
"Paraguay","2003","Female","over 24 year olds","Percent","8.8457"
"Peru","2014","Male","over 24 year olds","Percent","0"
"Peru","2014","Female","over 24 year olds","Percent","0"
"Peru","2014","All genders","over 24 year olds","Percent","0"
"Peru","2013","All genders","over 24 year olds","Percent","0"
"Peru","2013","Female","over 24 year olds","Percent","0"
"Peru","2013","Male","over 24 year olds","Percent","0"
"Peru","2012","Male","over 24 year olds","Percent","0"
"Peru","2012","Female","over 24 year olds","Percent","0"
"Peru","2012","All genders","over 24 year olds","Percent","0"
"Peru","2011","All genders","over 24 year olds","Percent","21.24498"
"Peru","2011","Female","over 24 year olds","Percent","20.9165"
"Peru","2011","Male","over 24 year olds","Percent","21.57835"
"Peru","2010","Male","over 24 year olds","Percent","21.85272"
"Peru","2010","Female","over 24 year olds","Percent","19.90957"
"Peru","2010","All genders","over 24 year olds","Percent","20.8736"
"Peru","2009","All genders","over 24 year olds","Percent","18.75256"
"Peru","2009","Female","over 24 year olds","Percent","17.83238"
"Peru","2009","Male","over 24 year olds","Percent","19.76345"
"Peru","2008","Male","over 24 year olds","Percent","19.28095"
"Peru","2008","Female","over 24 year olds","Percent","17.22771"
"Peru","2008","All genders","over 24 year olds","Percent","18.20955"
"Peru","2007","All genders","over 24 year olds","Percent","18.21692"
"Peru","2007","Female","over 24 year olds","Percent","17.06192"
"Peru","2007","Male","over 24 year olds","Percent","19.47168"
"Peru","2006","Male","over 24 year olds","Percent","17.97848"
"Peru","2006","Female","over 24 year olds","Percent","16.00166"
"Peru","2006","All genders","over 24 year olds","Percent","16.94342"
"Peru","2005","Female","over 24 year olds","Percent","15.13867"
"Peru","2005","All genders","over 24 year olds","Percent","16.06015"
"Peru","2005","Male","over 24 year olds","Percent","17.02532"
"Peru","2004","Male","over 24 year olds","Percent","13.29265"
"Peru","2004","All genders","over 24 year olds","Percent","12.51344"
"Peru","2004","Female","over 24 year olds","Percent","11.75915"
"Philippines","2013","All genders","over 24 year olds","Percent","32.85084"
"Philippines","2013","Female","over 24 year olds","Percent","34.26012"
"Philippines","2013","Male","over 24 year olds","Percent","31.41596"
"Philippines","2010","Male","over 24 year olds","Percent","30.30906"
"Philippines","2010","Female","over 24 year olds","Percent","32.1792"
"Philippines","2010","All genders","over 24 year olds","Percent","31.25291"
"Philippines","2008","All genders","over 24 year olds","Percent","29.73615"
"Philippines","2008","Female","over 24 year olds","Percent","30.98133"
"Philippines","2008","Male","over 24 year olds","Percent","28.47293"
"Philippines","2004","Male","over 24 year olds","Percent","25.53996"
"Philippines","2004","Female","over 24 year olds","Percent","28.97518"
"Philippines","2004","All genders","over 24 year olds","Percent","27.26649"
"Philippines","2000","All genders","over 24 year olds","Percent","15.52384"
"Philippines","2000","Female","over 24 year olds","Percent","16.24831"
"Philippines","2000","Male","over 24 year olds","Percent","14.79172"
"Poland","2014","Female","over 24 year olds","Percent","30.84604"
"Poland","2014","All genders","over 24 year olds","Percent","27.12287"
"Poland","2014","Male","over 24 year olds","Percent","22.97071"
"Poland","2013","Male","over 24 year olds","Percent","22.02854"
"Poland","2013","All genders","over 24 year olds","Percent","25.99724"
"Poland","2013","Female","over 24 year olds","Percent","29.55441"
"Poland","2012","Female","over 24 year olds","Percent","28.53498"
"Poland","2012","All genders","over 24 year olds","Percent","25.12131"
"Poland","2012","Male","over 24 year olds","Percent","21.31058"
"Poland","2011","Male","over 24 year olds","Percent","20.63928"
"Poland","2011","All genders","over 24 year olds","Percent","24.40259"
"Poland","2011","Female","over 24 year olds","Percent","27.73382"
"Poland","2010","Female","over 24 year olds","Percent","26.6428"
"Poland","2010","All genders","over 24 year olds","Percent","23.54792"
"Poland","2010","Male","over 24 year olds","Percent","20.03962"
"Poland","2009","Male","over 24 year olds","Percent","18.8071"
"Poland","2009","All genders","over 24 year olds","Percent","22.10037"
"Poland","2009","Female","over 24 year olds","Percent","24.99535"
"Poland","2008","Female","over 24 year olds","Percent","23.34611"
"Poland","2008","All genders","over 24 year olds","Percent","20.66749"
"Poland","2008","Male","over 24 year olds","Percent","17.61752"
"Poland","2002","All genders","over 24 year olds","Percent","16.05973"
"Poland","2002","Female","over 24 year olds","Percent","17.88861"
"Poland","2002","Male","over 24 year olds","Percent","13.99403"
"Portugal","2014","Female","over 24 year olds","Percent","20.32187"
"Portugal","2014","Male","over 24 year olds","Percent","15.25191"
"Portugal","2014","All genders","over 24 year olds","Percent","17.97671"
"Portugal","2013","All genders","over 24 year olds","Percent","16.31377"
"Portugal","2013","Male","over 24 year olds","Percent","13.91077"
"Portugal","2013","Female","over 24 year olds","Percent","18.3956"
"Portugal","2012","Female","over 24 year olds","Percent","17.09152"
"Portugal","2012","Male","over 24 year olds","Percent","13.79956"
"Portugal","2012","All genders","over 24 year olds","Percent","15.55972"
"Portugal","2011","All genders","over 24 year olds","Percent","14.45053"
"Portugal","2011","Male","over 24 year olds","Percent","12.79814"
"Portugal","2011","Female","over 24 year olds","Percent","15.89382"
"Portugal","2010","Female","over 24 year olds","Percent","14.9116"
"Portugal","2010","Male","over 24 year olds","Percent","11.1522"
"Portugal","2010","All genders","over 24 year olds","Percent","13.15509"
"Portugal","2009","All genders","over 24 year olds","Percent","12.49617"
"Portugal","2009","Male","over 24 year olds","Percent","10.80324"
"Portugal","2009","Female","over 24 year olds","Percent","13.98445"
"Portugal","2008","Female","over 24 year olds","Percent","13.69339"
"Portugal","2008","Male","over 24 year olds","Percent","10.35199"
"Portugal","2008","All genders","over 24 year olds","Percent","12.12802"
"Portugal","2007","All genders","over 24 year olds","Percent","11.80918"
"Portugal","2007","Male","over 24 year olds","Percent","10.19147"
"Portugal","2007","Female","over 24 year olds","Percent","13.23752"
"Portugal","2006","Female","over 24 year olds","Percent","12.83829"
"Portugal","2006","Male","over 24 year olds","Percent","10.36171"
"Portugal","2006","All genders","over 24 year olds","Percent","11.67609"
"Portugal","2005","All genders","over 24 year olds","Percent","10.93767"
"Portugal","2005","Male","over 24 year olds","Percent","9.54634"
"Portugal","2005","Female","over 24 year olds","Percent","12.16933"
"Portugal","2004","Female","over 24 year olds","Percent","11.86456"
"Portugal","2004","Male","over 24 year olds","Percent","9.30254"
"Portugal","2004","All genders","over 24 year olds","Percent","10.66074"
"Portugal","2003","All genders","over 24 year olds","Percent","0"
"Portugal","2003","Male","over 24 year olds","Percent","0"
"Portugal","2003","Female","over 24 year olds","Percent","0"
"Portugal","2002","Female","over 24 year olds","Percent","0"
"Portugal","2002","Male","over 24 year olds","Percent","0"
"Portugal","2002","All genders","over 24 year olds","Percent","0"
"Portugal","2001","All genders","over 24 year olds","Percent","0"
"Portugal","2001","Male","over 24 year olds","Percent","0"
"Portugal","2001","Female","over 24 year olds","Percent","0"
"Portugal","2000","Female","over 24 year olds","Percent","0"
"Portugal","2000","Male","over 24 year olds","Percent","0"
"Portugal","2000","All genders","over 24 year olds","Percent","0"
"Portugal","1999","Male","over 24 year olds","Percent","0"
"Portugal","1999","All genders","over 24 year olds","Percent","0"
"Portugal","1999","Female","over 24 year olds","Percent","0"
"Portugal","1998","Female","over 24 year olds","Percent","0"
"Portugal","1998","All genders","over 24 year olds","Percent","0"
"Portugal","1998","Male","over 24 year olds","Percent","0"
"Puerto Rico","2008","Male","over 24 year olds","Percent","38.70436"
"Puerto Rico","2008","Female","over 24 year olds","Percent","46.34042"
"Puerto Rico","2008","All genders","over 24 year olds","Percent","42.7991"
"Puerto Rico","2007","All genders","over 24 year olds","Percent","40.67508"
"Puerto Rico","2007","Female","over 24 year olds","Percent","44.45611"
"Puerto Rico","2007","Male","over 24 year olds","Percent","36.31164"
"Puerto Rico","2006","Male","over 24 year olds","Percent","36.85371"
"Puerto Rico","2006","Female","over 24 year olds","Percent","44.40076"
"Puerto Rico","2006","All genders","over 24 year olds","Percent","40.89992"
"Puerto Rico","2005","All genders","over 24 year olds","Percent","42.25229"
"Puerto Rico","2005","Female","over 24 year olds","Percent","45.12981"
"Puerto Rico","2005","Male","over 24 year olds","Percent","38.88003"
"Puerto Rico","2000","Male","over 24 year olds","Percent","34.73649"
"Puerto Rico","2000","Female","over 24 year olds","Percent","40.08494"
"Puerto Rico","2000","All genders","over 24 year olds","Percent","37.60961"
"Qatar","2014","All genders","over 24 year olds","Percent","24.57543"
"Qatar","2014","Male","over 24 year olds","Percent","20.9474"
"Qatar","2014","Female","over 24 year olds","Percent","40.22638"
"Qatar","2013","Female","over 24 year olds","Percent","38.52913"
"Qatar","2013","Male","over 24 year olds","Percent","21.69256"
"Qatar","2013","All genders","over 24 year olds","Percent","25.01865"
"Qatar","2012","All genders","over 24 year olds","Percent","25.30079"
"Qatar","2012","Male","over 24 year olds","Percent","22.4414"
"Qatar","2012","Female","over 24 year olds","Percent","37.75203"
"Qatar","2011","Female","over 24 year olds","Percent","35.19431"
"Qatar","2011","Male","over 24 year olds","Percent","18.96852"
"Qatar","2011","All genders","over 24 year olds","Percent","22.14429"
"Qatar","2010","All genders","over 24 year olds","Percent","18.66005"
"Qatar","2010","Male","over 24 year olds","Percent","16.44869"
"Qatar","2010","Female","over 24 year olds","Percent","25.03978"
"Qatar","2009","Female","over 24 year olds","Percent","43.2807"
"Qatar","2009","Male","over 24 year olds","Percent","21.51286"
"Qatar","2009","All genders","over 24 year olds","Percent","25.10189"
"Qatar","2008","All genders","over 24 year olds","Percent","26.40331"
"Qatar","2008","Male","over 24 year olds","Percent","23.24314"
"Qatar","2008","Female","over 24 year olds","Percent","41.51422"
"Qatar","2007","Female","over 24 year olds","Percent","38.33902"
"Qatar","2007","Male","over 24 year olds","Percent","27.63639"
"Qatar","2007","All genders","over 24 year olds","Percent","29.79345"
"Qatar","2004","All genders","over 24 year olds","Percent","25.54903"
"Qatar","2004","Male","over 24 year olds","Percent","22.03402"
"Qatar","2004","Female","over 24 year olds","Percent","34.96276"
"Republic of Korea","2010","Male","over 24 year olds","Percent","0"
"Republic of Korea","2010","Female","over 24 year olds","Percent","0"
"Republic of Korea","2010","All genders","over 24 year olds","Percent","0"
"Republic of Korea","2009","All genders","over 24 year olds","Percent","0"
"Republic of Korea","2009","Female","over 24 year olds","Percent","0"
"Republic of Korea","2009","Male","over 24 year olds","Percent","0"
"Republic of Korea","2005","Male","over 24 year olds","Percent","0"
"Republic of Korea","2005","Female","over 24 year olds","Percent","0"
"Republic of Korea","2005","All genders","over 24 year olds","Percent","0"
"Republic of Korea","1995","All genders","over 24 year olds","Percent","21.1"
"Republic of Korea","1995","Female","over 24 year olds","Percent","13.7"
"Republic of Korea","1995","Male","over 24 year olds","Percent","28.83095"
"Romania","2014","All genders","over 24 year olds","Percent","17.22698"
"Romania","2014","Male","over 24 year olds","Percent","17.58249"
"Romania","2014","Female","over 24 year olds","Percent","16.9006"
"Romania","2013","Female","over 24 year olds","Percent","17.15765"
"Romania","2013","Male","over 24 year olds","Percent","17.60914"
"Romania","2013","All genders","over 24 year olds","Percent","17.37306"
"Romania","2012","All genders","over 24 year olds","Percent","17.09805"
"Romania","2012","Male","over 24 year olds","Percent","17.70517"
"Romania","2012","Female","over 24 year olds","Percent","16.54444"
"Romania","2011","Female","over 24 year olds","Percent","15.96585"
"Romania","2011","Male","over 24 year olds","Percent","17.47194"
"Romania","2011","All genders","over 24 year olds","Percent","16.68376"
"Romania","2010","All genders","over 24 year olds","Percent","15.90557"
"Romania","2010","Male","over 24 year olds","Percent","16.8049"
"Romania","2010","Female","over 24 year olds","Percent","15.08642"
"Romania","2009","Male","over 24 year olds","Percent","16.47334"
"Romania","2009","All genders","over 24 year olds","Percent","15.54006"
"Romania","2009","Female","over 24 year olds","Percent","14.68985"
"Romania","2008","Female","over 24 year olds","Percent","14.14302"
"Romania","2008","All genders","over 24 year olds","Percent","15.26452"
"Romania","2008","Male","over 24 year olds","Percent","16.49541"
"Romania","2007","Male","over 24 year olds","Percent","16.18084"
"Romania","2007","All genders","over 24 year olds","Percent","14.67351"
"Romania","2007","Female","over 24 year olds","Percent","13.30027"
"Romania","2002","Female","over 24 year olds","Percent","10.90891"
"Romania","2002","All genders","over 24 year olds","Percent","12.64611"
"Romania","2002","Male","over 24 year olds","Percent","14.56111"
"Rwanda","2012","Female","over 24 year olds","Percent","0"
"Rwanda","2012","Male","over 24 year olds","Percent","0"
"Rwanda","2012","All genders","over 24 year olds","Percent","0"
"Saint Lucia","2013","Male","over 24 year olds","Percent","13.58253"
"Saint Lucia","2013","Female","over 24 year olds","Percent","17.16829"
"Saint Lucia","2013","All genders","over 24 year olds","Percent","15.45032"
"Samoa","2011","Male","over 24 year olds","Percent","15.31138"
"Samoa","2011","All genders","over 24 year olds","Percent","15.26387"
"Samoa","2011","Female","over 24 year olds","Percent","15.21425"
"Samoa","2001","Female","over 24 year olds","Percent","11.08527"
"Samoa","2001","Male","over 24 year olds","Percent","13.90659"
"Samoa","2001","All genders","over 24 year olds","Percent","12.53661"
"Sao Tome and Principe","2012","Female","over 24 year olds","Percent","0"
"Sao Tome and Principe","2012","Male","over 24 year olds","Percent","0"
"Sao Tome and Principe","2012","All genders","over 24 year olds","Percent","0"
